序号,原名称,核实后名称,装机容量MW,省,市,区,详细地址,电场名称线索文本,电场名称线索参考地址,装机容量线索文本,装机容量线索参考地址,确信度,搜索状态,搜索关键词,经度,纬度,地理编码结果
242,巧家营盘光伏,巧家营盘光伏发电站,140,云南省,昭通市,巧家县,药山镇/新店镇,巧家营盘光伏发电站,https://www.dlzb.com/d-g-166281.html,140MW,https://www.dlzb.com/d-g-166281.html,高,地理编码成功,云南省昭通市巧家县药山镇/新店镇,103.2539,27.10677,success: province_city_district_detail
243,巧家羊窝头光伏,巧家羊窝头光伏发电站,65,云南省,昭通市,巧家县,云南省昭通市巧家县,巧家羊窝头光伏发电站,https://society.yunnan.cn/system/2024/11/24/033312388.shtml,65MW,https://society.yunnan.cn/system/2024/11/24/033312388.shtml,高,地理编码成功,云南省昭通市巧家县,102.933863,26.900585,success: detail_address
244,巧家八棵树光伏,巧家八棵树光伏发电站,70,云南省,昭通市,巧家县,云南省昭通市巧家县,巧家八棵树光伏发电站,https://society.yunnan.cn/system/2024/11/24/033312388.shtml,70MW,https://society.yunnan.cn/system/2024/11/24/033312388.shtml,高,地理编码成功,云南省昭通市巧家县,102.933863,26.900585,success: detail_address
245,巧家绿荫塘光伏,巧家绿荫塘光伏发电站,150,云南省,昭通市,巧家县,云南省昭通市巧家县,巧家绿荫塘光伏发电站,https://society.yunnan.cn/system/2024/11/24/033312388.shtml,150MW,https://society.yunnan.cn/system/2024/11/24/033312388.shtml,高,地理编码成功,云南省昭通市巧家县,102.933863,26.900585,success: detail_address
246,巧家小坪子光伏,巧家小坪子光伏发电站,30,云南省,昭通市,巧家县,云南省昭通市巧家县,巧家小坪子光伏发电站,https://www.163.com/dy/article/IBKV7LCB0534BDCQ.html,30MW,https://www.163.com/dy/article/IBKV7LCB0534BDCQ.html,高,地理编码成功,云南省昭通市巧家县,102.933863,26.900585,success: detail_address
247,巧家新房子光伏,巧家新房子光伏发电站,100,云南省,昭通市,巧家县,马树镇,巧家新房子光伏发电站,http://www.cepca.org.cn/news/show-25403.html,100MW,http://www.cepca.org.cn/news/show-25403.html,高,地理编码成功,马树镇,103.24691,26.75678,success: detail_address
248,鲁甸整县分布式光伏,鲁甸整县分布式光伏发电站,500,云南省,昭通市,鲁甸县,云南省昭通市鲁甸县,鲁甸整县分布式光伏发电站,https://www.163.com/dy/article/GHV5CJA70511CVT1.html,500MW,https://www.163.com/dy/article/GHV5CJA70511CVT1.html,高,地理编码成功,云南省昭通市鲁甸县,103.556,27.1902,success: detail_address
249,昌宁大沙坝光伏,昌宁大沙坝农业光伏发电站,150,云南省,保山市,昌宁县,更戛乡,昌宁大沙坝农业光伏发电站,https://guangfu.bjx.com.cn/news/20220426/1220947.shtml,150MW,https://guangfu.bjx.com.cn/news/20220426/1220947.shtml,高,地理编码成功,更戛乡,99.513872,24.480262,success: detail_address
250,昌宁田园茶光互补光伏,昌宁田园茶光互补光伏发电站,480,云南省,保山市,昌宁县,田园镇/漭水镇,昌宁田园茶光互补光伏发电站,https://guangfu.bjx.com.cn/news/20241025/1407000.shtml,480MW(48万kW规划),https://guangfu.bjx.com.cn/news/20241025/1407000.shtml,高,地理编码成功,田园镇/漭水镇,99.698939,24.910842,success: detail_address
251,昌宁分布式光伏,昌宁分布式光伏发电站,9.1,云南省,保山市,昌宁县,云南省保山市昌宁县,昌宁分布式光伏发电站,https://www.bidcenter.com.cn/newscontent-299632718-1.html,9.1MW,https://www.bidcenter.com.cn/newscontent-299632718-1.html,高,地理编码成功,云南省保山市昌宁县,99.60432,24.83097,success: detail_address
252,施甸分布式光伏,施甸分布式光伏发电站,6.7,云南省,保山市,施甸县,云南省保山市施甸县,施甸分布式光伏发电站,https://www.bidcenter.com.cn/newscontent-299632718-1.html,6.7MW,https://www.bidcenter.com.cn/newscontent-299632718-1.html,高,地理编码成功,云南省保山市施甸县,99.18833,24.72584,success: detail_address
253,腾冲阿昌寨光伏,腾冲阿昌寨光伏发电站,,云南省,保山市,腾冲市,云南省保山市腾冲市,腾冲阿昌寨光伏发电站,https://www.163.com/dy/article/JQCC8D9J0512C38J.html,,https://www.163.com/dy/article/JQCC8D9J0512C38J.html,高,地理编码成功,云南省保山市腾冲市,98.49009,25.02347,success: detail_address
254,腾冲曼海光伏,腾冲曼海光伏发电站,,云南省,保山市,腾冲市,云南省保山市腾冲市,腾冲曼海光伏发电站,https://www.163.com/dy/article/JQCC8D9J0512C38J.html,,https://www.163.com/dy/article/JQCC8D9J0512C38J.html,高,地理编码成功,云南省保山市腾冲市,98.49009,25.02347,success: detail_address
255,腾冲小荒田复合光伏,腾冲小荒田复合光伏发电站,,云南省,保山市,腾冲市,云南省保山市腾冲市,腾冲小荒田复合光伏发电站,https://www.163.com/dy/article/JQCC8D9J0512C38J.html,,https://www.163.com/dy/article/JQCC8D9J0512C38J.html,高,地理编码成功,云南省保山市腾冲市,98.49009,25.02347,success: detail_address
256,腾冲香菜田光伏,腾冲香菜田光伏发电站,,云南省,保山市,腾冲市,云南省保山市腾冲市,腾冲香菜田光伏发电站,https://www.163.com/dy/article/JQCC8D9J0512C38J.html,,https://www.163.com/dy/article/JQCC8D9J0512C38J.html,高,地理编码成功,云南省保山市腾冲市,98.49009,25.02347,success: detail_address
257,腾冲启幕分布式光伏,腾冲启幕60MW分布式光伏发电站,60,云南省,保山市,腾冲市,云南省保山市腾冲市,腾冲启幕60MW分布式光伏发电站,https://www.sohu.com/a/833470946_122066678,60MW,https://www.sohu.com/a/833470946_122066678,高,地理编码成功,云南省保山市腾冲市,98.49009,25.02347,success: detail_address
258,龙陵勐糯光伏,龙陵勐糯镇光伏发电站,50,云南省,保山市,龙陵县,勐糯镇,龙陵勐糯镇光伏发电站,https://www.kesolar.com/headline/4477.html,50MW,https://www.kesolar.com/headline/4477.html,高,地理编码成功,勐糯镇,99.03893,24.3226,success: detail_address
259,龙陵隆基分布式光伏,龙陵产业园区屋顶分布式光伏发电站,18,云南省,保山市,龙陵县,云南省保山市龙陵县,龙陵产业园区屋顶分布式光伏发电站,https://www.longling.gov.cn/info/5664/3946659.htm,18MW,https://www.longling.gov.cn/info/5664/3946659.htm,高,地理编码成功,云南省保山市龙陵县,98.68891,24.58987,success: detail_address
260,龙陵碧寨分布式光伏,龙陵碧寨乡分布式光伏发电站,5,云南省,保山市,龙陵县,碧寨乡,龙陵碧寨乡分布式光伏发电站,https://www.longling.gov.cn/info/8509/4075259.htm,5MW,https://www.longling.gov.cn/info/8509/4075259.htm,高,地理编码成功,碧寨乡,99.03492,24.56093,success: detail_address
261,龙陵堵墩河光伏,龙陵堵墩河光伏发电站,,云南省,保山市,龙陵县,云南省保山市龙陵县,龙陵堵墩河光伏发电站,https://www.163.com/dy/article/JQCC8D9J0512C38J.html,,https://www.163.com/dy/article/JQCC8D9J0512C38J.html,高,地理编码成功,云南省保山市龙陵县,98.68891,24.58987,success: detail_address
262,龙陵滥坝寨光伏,龙陵滥坝寨光伏发电站,,云南省,保山市,龙陵县,云南省保山市龙陵县,龙陵滥坝寨光伏发电站,https://www.163.com/dy/article/JQCC8D9J0512C38J.html,,https://www.163.com/dy/article/JQCC8D9J0512C38J.html,高,地理编码成功,云南省保山市龙陵县,98.68891,24.58987,success: detail_address
263,元江邑拉光伏,元江邑拉农光互补光伏发电站,75,云南省,玉溪市,元江县,洼垤乡,元江邑拉农光互补光伏发电站,https://www.toutiao.com/article/7444870954284597799/,75MW,https://www.toutiao.com/article/7444870954284597799/,高,地理编码成功,洼垤乡,102.28349,23.5424,success: detail_address
264,元江干坝光伏,元江干坝光伏发电站,,云南省,玉溪市,元江县,云南省玉溪市元江县,元江干坝光伏发电站,https://guangfu.bjx.com.cn/news/20221018/1261751.shtml,,https://guangfu.bjx.com.cn/news/20221018/1261751.shtml,高,地理编码成功,云南省玉溪市元江县,101.99667,23.59931,success: detail_address
265,新平光伏,新平光伏发电站,269,云南省,玉溪市,新平县,漠沙镇/扬武镇,新平光伏发电站,https://guangfu.bjx.com.cn/news/20231101/1340521.shtml,269MW,https://guangfu.bjx.com.cn/news/20231101/1340521.shtml,高,地理编码成功,云南省玉溪市新平县漠沙镇/扬武镇,102.14905,23.92279,success: province_city_district_detail
266,新平双河村光伏,新平双河村光伏发电站,,云南省,玉溪市,新平县,云南省玉溪市新平县,新平双河村光伏发电站,https://guangfu.bjx.com.cn/news/20221018/1261751.shtml,,https://guangfu.bjx.com.cn/news/20221018/1261751.shtml,高,地理编码成功,云南省玉溪市新平县,101.989473,24.073361,success: detail_address
267,红河县光伏,红河县迤萨镇光伏发电站,192,云南省,红河州,红河县,迤萨镇,红河县迤萨镇光伏发电站,https://so.html5.qq.com/page/real/search_news?docid=70000021_735684d1c8b77652,192MW,https://so.html5.qq.com/page/real/search_news?docid=70000021_735684d1c8b77652,高,地理编码成功,迤萨镇,102.3721,23.3743,success: detail_address
268,瑞丽屋顶分布式光伏,瑞丽市屋顶分布式光伏发电站,260,云南省,德宏州,瑞丽市,云南省德宏州瑞丽市,瑞丽市屋顶分布式光伏发电站,https://www.thepaper.cn/newsDetail_forward_26144584,260MW,https://www.thepaper.cn/newsDetail_forward_26144584,高,地理编码成功,云南省德宏州瑞丽市,97.853751,24.013917,success: detail_address
269,芒市东山光伏,芒市东山光伏发电站,33.1,云南省,德宏州,芒市,西山乡,芒市东山光伏发电站,http://www.dh.gov.cn/dhdpc/Web/_F0_0_61G6TSII8682BE9946D1445796.htm,33.1MW,http://www.dh.gov.cn/dhdpc/Web/_F0_0_61G6TSII8682BE9946D1445796.htm,高,地理编码成功,云南省德宏州芒市西山乡,98.283331,24.349302,success: province_city_district_detail
270,芒市芒牛坝光伏,芒市芒牛坝光伏发电站,64.6,云南省,德宏州,芒市,三台山乡,芒市芒牛坝光伏发电站,http://www.dh.gov.cn/dhdpc/Web/_F0_0_61G6TSII8682BE9946D1445796.htm,64.6MW,http://www.dh.gov.cn/dhdpc/Web/_F0_0_61G6TSII8682BE9946D1445796.htm,高,地理编码成功,三台山乡,98.392133,24.333886,success: detail_address
271,芒市综合能源站光伏,芒市光储充放换综合能源站光伏发电系统,0.345,云南省,德宏州,芒市,云南省德宏州芒市,芒市光储充放换综合能源站光伏发电系统,http://www.yn.news.cn/20250503/31c136aba36444549d67bacc0f944f9f/c.html,345kW,http://www.yn.news.cn/20250503/31c136aba36444549d67bacc0f944f9f/c.html,高,地理编码成功,云南省德宏州芒市,98.58222,24.45293,success: detail_address
272,玉龙文海雪花光伏,玉龙文海雪花光伏发电站,50,云南省,丽江市,玉龙县,云南省丽江市玉龙县,玉龙文海雪花光伏发电站,https://finance.sina.com.cn/roll/2024-12-19/doc-inczysvv6853204.shtml,50MW,https://finance.sina.com.cn/roll/2024-12-19/doc-inczysvv6853204.shtml,高,地理编码成功,云南省丽江市玉龙县,100.2358,26.82505,success: detail_address
273,永胜红土地光伏,永胜红土地160MW光伏发电站,160,云南省,丽江市,永胜县,云南省丽江市永胜县,永胜红土地160MW光伏发电站,http://www.lijiang.gov.cn/ljsrmzf/c102187/202308/ae651403a404440db6fe6f345e58b9ba.shtml,160MW,http://www.lijiang.gov.cn/ljsrmzf/c102187/202308/ae651403a404440db6fe6f345e58b9ba.shtml,高,地理编码成功,云南省丽江市永胜县,100.74958,26.68785,success: detail_address
274,玉龙头台里都光伏,玉龙头台里都复合型光伏发电站,60,云南省,丽江市,玉龙县,大具乡,玉龙头台里都复合型光伏发电站,https://14j.powerchina.cn/col/col809/art/2025/art_d3853b50acf04d63bff20164f3f4dc50.html,60MW,https://14j.powerchina.cn/col/col809/art/2025/art_d3853b50acf04d63bff20164f3f4dc50.html,高,地理编码成功,大具乡,100.25009,27.30284,success: detail_address
275,永胜小火山光伏,永胜小火山光伏发电站,27,云南省,丽江市,永胜县,片角镇,永胜小火山光伏发电站,https://www.toutiao.com/article/7155380622540866061/,27MW,https://www.toutiao.com/article/7155380622540866061/,高,地理编码成功,片角镇,100.58313,26.00633,success: detail_address
276,永胜期纳小湾光伏,永胜期纳小湾光伏发电站,96,云南省,丽江市,永胜县,期纳镇,永胜期纳小湾光伏发电站,https://www.toutiao.com/article/7155380622540866061/,96MW,https://www.toutiao.com/article/7155380622540866061/,高,地理编码成功,期纳镇,100.62514,26.30957,success: detail_address
277,宁蒗金姑窝子光伏,宁蒗金姑窝子复合型光伏发电站,60,云南省,丽江市,宁蒗县,宁利乡,宁蒗金姑窝子复合型光伏发电站,https://guangfu.bjx.com.cn/news/20230222/1290255.shtml,60MW,https://guangfu.bjx.com.cn/news/20230222/1290255.shtml,高,地理编码成功,宁利乡,100.75641,27.25135,success: detail_address
278,玉龙大坪坝二期光伏,玉龙大坪坝光伏发电站二期,130,云南省,丽江市,玉龙县,云南省丽江市玉龙县,玉龙大坪坝光伏发电站二期,https://guangfu.bjx.com.cn/news/20240729/1391720.shtml,130MW,https://guangfu.bjx.com.cn/news/20240729/1391720.shtml,高,地理编码成功,云南省丽江市玉龙县,100.2358,26.82505,success: detail_address
279,宁蒗虫草山光伏,宁蒗虫草山光伏发电站,80,云南省,丽江市,宁蒗县,云南省丽江市宁蒗县,宁蒗虫草山光伏发电站,https://guangfu.bjx.com.cn/news/20240729/1391720.shtml,80MW,https://guangfu.bjx.com.cn/news/20240729/1391720.shtml,高,地理编码成功,云南省丽江市宁蒗县,100.85077,27.28551,success: detail_address
280,宁蒗嘎尔村光伏,宁蒗嘎尔村光伏发电站,120,云南省,丽江市,宁蒗县,云南省丽江市宁蒗县,宁蒗嘎尔村光伏发电站,https://guangfu.bjx.com.cn/news/20240729/1391720.shtml,120MW,https://guangfu.bjx.com.cn/news/20240729/1391720.shtml,高,地理编码成功,云南省丽江市宁蒗县,100.85077,27.28551,success: detail_address
281,师宗煤炭贸易园分布式光伏,师宗煤炭贸易园区分布式光伏发电站,17,云南省,曲靖市,师宗县,云南省曲靖市师宗县,师宗煤炭贸易园区分布式光伏发电站,https://www.kesolar.com/headline/241920.html,17MW,https://www.kesolar.com/headline/241920.html,高,地理编码成功,云南省曲靖市师宗县,103.98319,24.82518,success: detail_address
282,师宗蒋家坡光伏,师宗蒋家坡光伏发电站,200,云南省,曲靖市,师宗县,云南省曲靖市师宗县,师宗蒋家坡光伏发电站,https://www.cpnn.com.cn/qiye/fadianPD2023/202308/t20230802_1623160.html,200MW,https://www.cpnn.com.cn/qiye/fadianPD2023/202308/t20230802_1623160.html,高,地理编码成功,云南省曲靖市师宗县,103.98319,24.82518,success: detail_address
283,罗平富乐光伏,罗平富乐光伏发电站,85,云南省,曲靖市,罗平县,云南省曲靖市罗平县,罗平富乐光伏发电站,https://www.qj.gov.cn/html/2025/xqdt2_0124/271385.html,85MW,https://www.qj.gov.cn/html/2025/xqdt2_0124/271385.html,高,地理编码成功,云南省曲靖市罗平县,104.3064,24.88756,success: detail_address
284,罗平上斗简光伏,罗平上斗简光伏发电站,65,云南省,曲靖市,罗平县,云南省曲靖市罗平县,罗平上斗简光伏发电站,https://www.qj.gov.cn/html/2025/xqdt2_0124/271385.html,65MW,https://www.qj.gov.cn/html/2025/xqdt2_0124/271385.html,高,地理编码成功,云南省曲靖市罗平县,104.3064,24.88756,success: detail_address
285,罗平九龙光伏,罗平九龙光伏发电站,100,云南省,曲靖市,罗平县,云南省曲靖市罗平县,罗平九龙光伏发电站,https://www.sohu.com/a/881006687_122094388,100MW,https://www.sohu.com/a/881006687_122094388,高,地理编码成功,云南省曲靖市罗平县,104.3064,24.88756,success: detail_address
286,罗平阿岗光伏,罗平阿岗光伏发电站,81.7,云南省,曲靖市,罗平县,云南省曲靖市罗平县,罗平阿岗光伏发电站,https://www.sohu.com/a/881006687_122094388,81.7MW,https://www.sohu.com/a/881006687_122094388,高,地理编码成功,云南省曲靖市罗平县,104.3064,24.88756,success: detail_address
287,师宗蒋家坡光伏,师宗蒋家坡光伏发电站,200,云南省,曲靖市,师宗县,云南省曲靖市师宗县,师宗蒋家坡光伏发电站,https://www.cpnn.com.cn/qiye/fadianPD2023/202308/t20230802_1623160.html,200MW,https://www.cpnn.com.cn/qiye/fadianPD2023/202308/t20230802_1623160.html,高,地理编码成功,云南省曲靖市师宗县,103.98319,24.82518,success: detail_address
288,华宁宁州葫芦地光伏,华宁宁州葫芦地光伏发电站,60,云南省,玉溪市,华宁县,盘溪镇,华宁宁州葫芦地光伏发电站,https://www.toutiao.com/article/7343056430355743282/,60MW,https://www.toutiao.com/article/7343056430355743282/,高,地理编码成功,盘溪镇,103.10078,24.22471,success: detail_address
289,华宁向阳光伏,华宁向阳光伏发电站,50,云南省,玉溪市,华宁县,云南省玉溪市华宁县,华宁向阳光伏发电站,http://www.gdtzb.com/g-nzj-53585.html,50MW,http://www.gdtzb.com/g-nzj-53585.html,高,地理编码成功,云南省玉溪市华宁县,102.92709,24.1964,success: detail_address
290,通海里山分布式光伏,通海里山彝族乡分布式光伏发电站,39,云南省,玉溪市,通海县,里山彝族乡,通海里山彝族乡分布式光伏发电站,https://www.tonghai.gov.cn/thxzfxxgk/zdgz/20250110/1579101.html,39MW,https://www.tonghai.gov.cn/thxzfxxgk/zdgz/20250110/1579101.html,高,地理编码成功,里山彝族乡,102.75441,24.07063,success: detail_address
291,江川农业光伏,江川农业光伏发电站,100,云南省,玉溪市,江川区,云南省玉溪市江川区,江川农业光伏发电站,https://www.energytrend.cn/news/20150529-11668.html,100MW,https://www.energytrend.cn/news/20150529-11668.html,高,地理编码成功,云南省玉溪市江川区,102.747005,24.302324,success: detail_address
292,江川屋顶分布式光伏,江川屋顶分布式光伏发电站,45.77,云南省,玉溪市,江川区,云南省玉溪市江川区,江川屋顶分布式光伏发电站,http://yuxinet.cn/c/2024/09/13/950150.shtml,45.77MW,http://yuxinet.cn/c/2024/09/13/950150.shtml,高,地理编码成功,云南省玉溪市江川区,102.747005,24.302324,success: detail_address
293,澄江分布式光伏一期,澄江市分布式光伏发电站一期,8.746,云南省,玉溪市,澄江市,云南省玉溪市澄江市,澄江市分布式光伏发电站一期,https://www.chinamae.com/purchases/52315fa514ba0b93d0c198bb189bb323,8.746MW,https://www.chinamae.com/purchases/52315fa514ba0b93d0c198bb189bb323,高,地理编码成功,云南省玉溪市澄江市,102.90293,24.67906,success: detail_address
294,广南黑支果光伏,广南黑支果乡光伏发电站,300,云南省,文山州,广南县,黑支果乡,广南黑支果乡光伏发电站,https://www.toutiao.com/article/7444944435530318388/,300MW,https://www.toutiao.com/article/7444944435530318388/,高,地理编码成功,黑支果乡,105.17895,23.63473,success: detail_address
295,牟定戌街222MW光伏,牟定戌街乡222MW光伏发电站,222,云南省,楚雄州,牟定县,戌街乡,牟定戌街乡光伏发电站,https://www.163.com/dy/article/HD7DV4H10532RZJ6.html,222MW,https://www.163.com/dy/article/HD7DV4H10532RZJ6.html,高,地理编码成功,戌街乡,101.67217,25.5805,success: detail_address
296,牟定安乐152MW光伏,牟定安乐乡152MW光伏发电站,152,云南省,楚雄州,牟定县,安乐乡,牟定安乐乡光伏发电站,https://www.163.com/dy/article/HD7DV4H10532RZJ6.html,152MW,https://www.163.com/dy/article/HD7DV4H10532RZJ6.html,高,地理编码成功,安乐乡,101.6724,25.47338,success: detail_address
297,牟定秧田箐光伏,牟定秧田箐光伏发电站,90,云南省,楚雄州,牟定县,戌街乡,牟定秧田箐光伏发电站,https://www.cinn.cn/p/357744.html,90MW,https://www.cinn.cn/p/357744.html,高,地理编码成功,戌街乡,101.67217,25.5805,success: detail_address
298,牟定旧村40MW光伏,牟定旧村40MW光伏发电站,40,云南省,楚雄州,牟定县,戌街乡/凤屯镇,牟定旧村40MW光伏发电站,https://newenergy.in-en.com/html/newenergy-2449372.shtml,40MW,https://newenergy.in-en.com/html/newenergy-2449372.shtml,高,地理编码成功,戌街乡/凤屯镇,101.67217,25.5805,success: detail_address
299,牟定光伏王小村,牟定王小村光伏发电站,60,云南省,楚雄州,牟定县,云南省楚雄州牟定县,牟定王小村光伏发电站,http://www.gdtzb.com/g-nzj-80183.html,60MW,http://www.gdtzb.com/g-nzj-80183.html,高,地理编码成功,云南省楚雄州牟定县,101.55041,25.30894,success: detail_address
300,牟定光伏光热,牟定光伏光热复合发电站,10,云南省,楚雄州,牟定县,云南省楚雄州牟定县,牟定光伏光热复合发电站,https://www.mmsonline.com.cn/info/134389.shtml,10MW,https://www.mmsonline.com.cn/info/134389.shtml,中,地理编码成功,云南省楚雄州牟定县,101.55041,25.30894,success: detail_address
301,石屏村级扶贫光伏,石屏县31个村级光伏扶贫电站,3.1,云南省,红河州,石屏县,31个贫困村,石屏县村级光伏扶贫电站,http://guangfu.bjx.com.cn/news/20191231/1032707.shtml,3.1MW,http://guangfu.bjx.com.cn/news/20191231/1032707.shtml,高,地理编码成功,云南省红河州石屏县31个贫困村,102.48503,23.7103,success: province_city_district_detail
302,禄劝农光互补光伏,禄劝农光互补光伏发电站,338,云南省,昆明市,禄劝县,云南省昆明市禄劝县,禄劝农光互补光伏发电站,https://www.sohu.com/a/877837745_121613636,338MW,https://www.sohu.com/a/877837745_121613636,高,地理编码成功,云南省昆明市禄劝县,102.47038,25.55456,success: detail_address
303,景谷永平倮练光伏,景谷永平倮练村复合光伏发电站,45,云南省,普洱市,景谷县,永平镇,景谷永平倮练村复合光伏发电站,https://www.kesolar.com/headline/268998.html,45MW,https://www.kesolar.com/headline/268998.html,高,地理编码成功,云南省普洱市景谷县永平镇,100.3965,23.41708,success: province_city_district_detail
304,鲁甸龙头山光伏,鲁甸龙头山镇复合型光伏发电站,208,云南省,昭通市,鲁甸县,龙头山镇,鲁甸龙头山镇复合型光伏发电站,https://guangfu.bjx.com.cn/news/20240930/1403245.shtml,208MW,https://guangfu.bjx.com.cn/news/20240930/1403245.shtml,高,地理编码成功,龙头山镇,103.400148,27.116689,success: detail_address
305,会泽火红马路光伏,会泽火红马路复合型光伏发电站,150,云南省,曲靖市,会泽县,云南省曲靖市会泽县,会泽火红马路复合型光伏发电站,https://www.sohu.com/a/670625624_120017618,150MW,https://www.sohu.com/a/670625624_120017618,高,地理编码成功,云南省曲靖市会泽县,103.295416,26.420299,success: detail_address
306,施甸施甸中光伏,施甸施甸中100MW农光互补光伏发电站,100,云南省,保山市,施甸县,何元乡,施甸施甸中100MW农光互补光伏发电站,https://so.html5.qq.com/page/real/search_news?docid=70000021_102619f426870752,100MW,https://so.html5.qq.com/page/real/search_news?docid=70000021_102619f426870752,高,地理编码成功,何元乡,99.12471,24.69611,success: detail_address
307,宜良整县分布式光伏,宜良整县屋顶分布式光伏发电站,115,云南省,昆明市,宜良县,云南省昆明市宜良县,宜良整县屋顶分布式光伏发电站,https://www.163.com/dy/article/GT4N22AS0514R9NO.html,115MW,https://www.163.com/dy/article/GT4N22AS0514R9NO.html,高,地理编码成功,云南省昆明市宜良县,103.13931,24.92243,success: detail_address
308,石林整县分布式光伏,石林整县屋顶分布式光伏发电站,76.6,云南省,昆明市,石林县,云南省昆明市石林县,石林整县屋顶分布式光伏发电站,https://guangfu.bjx.com.cn/news/20220810/1247310.shtml,76.6MW,https://guangfu.bjx.com.cn/news/20220810/1247310.shtml,高,地理编码成功,云南省昆明市石林县,103.28853,24.77472,success: detail_address
309,盈江整县分布式光伏,盈江整县分布式光伏发电站,100,云南省,德宏州,盈江县,云南省德宏州盈江县,盈江整县分布式光伏发电站,https://guangfu.bjx.com.cn/news/20230922/1333592.shtml,100MW,https://guangfu.bjx.com.cn/news/20230922/1333592.shtml,高,地理编码成功,云南省德宏州盈江县,97.92784,24.69969,success: detail_address
310,楚雄市整县分布式光伏,楚雄市整县屋顶分布式光伏发电站,266,云南省,楚雄州,楚雄市,云南省楚雄州楚雄市,楚雄市整县屋顶分布式光伏发电站,https://www.kesolar.com/headline/253923.html,266MW,https://www.kesolar.com/headline/253923.html,高,地理编码成功,云南省楚雄州楚雄市,101.57717,24.9882,success: detail_address
311,师宗漾月火草坡光伏,师宗漾月火草坡光伏发电站,200,云南省,曲靖市,师宗县,漾月街道,师宗漾月火草坡光伏发电站,https://guangfu.bjx.com.cn/news/20150317/598602.shtml,200MW,https://guangfu.bjx.com.cn/news/20150317/598602.shtml,高,地理编码成功,漾月街道,103.9781,24.82485,success: detail_address
312,景谷和平村光伏,景谷和平村光伏发电站,60,云南省,普洱市,景谷县,益智乡,景谷和平村光伏发电站,https://yn.yunnan.cn/system/2025/04/11/033446667.shtml,60MW(交流)/73.4MW(直流),https://yn.yunnan.cn/system/2025/04/11/033446667.shtml,高,地理编码成功,益智乡,100.5878,23.20887,success: detail_address
313,景谷正兴镇光伏,景谷正兴镇光伏发电站,35,云南省,普洱市,景谷县,正兴镇,景谷正兴镇光伏发电站,https://yn.yunnan.cn/system/2025/04/11/033446667.shtml,35MW(交流)/42.9MW(直流),https://yn.yunnan.cn/system/2025/04/11/033446667.shtml,高,地理编码成功,云南省普洱市景谷县正兴镇,100.96419,23.3319,success: province_city_district_detail
314,景谷民乐镇光伏,景谷民乐镇茶光互补光伏发电站,50,云南省,普洱市,景谷县,民乐镇嘎胡村,景谷民乐镇茶光互补光伏发电站,https://finance.sina.com.cn/roll/2024-07-22/doc-inceytiy2179577.shtml,50MW,https://finance.sina.com.cn/roll/2024-07-22/doc-inceytiy2179577.shtml,高,地理编码成功,民乐镇嘎胡村,100.417197,23.816025,success: detail_address
315,镇沅新田农光互补光伏,镇沅新田农光互补光伏发电站,120,云南省,普洱市,镇沅县,者东镇,镇沅新田农光互补光伏发电站,https://www.sohu.com/a/844435710_121486622,120MW,https://www.sohu.com/a/844435710_121486622,高,地理编码成功,者东镇,101.27556,24.00142,success: detail_address
316,镇沅麻羊寨光伏,镇沅麻羊寨光伏发电站,20,云南省,普洱市,镇沅县,勐大镇,镇沅麻羊寨光伏发电站,http://www.pezhenyuan.gov.cn/info/22034/373601.htm,20MW,http://www.pezhenyuan.gov.cn/info/22034/373601.htm,高,地理编码成功,勐大镇,100.81095,24.04231,success: detail_address
317,镇沅下脚马复合光伏,镇沅下脚马复合光伏发电站,20,云南省,普洱市,镇沅县,云南省普洱市镇沅县,镇沅下脚马复合光伏发电站,https://www.puershi.gov.cn/info/14291/1561472.htm,20MW,https://www.puershi.gov.cn/info/14291/1561472.htm,高,地理编码成功,云南省普洱市镇沅县,101.106663,24.007334,success: detail_address
318,永仁宜莲光伏,永仁宜莲复合型光伏发电站,300,云南省,楚雄州,永仁县,莲池乡/宜就镇,永仁宜莲复合型光伏发电站,http://www.yr.gov.cn/info/1664/64554.htm,300MW,http://www.yr.gov.cn/info/1664/64554.htm,高,地理编码成功,莲池乡/宜就镇,101.6554,26.0235,success: detail_address
319,景东漫湾镇江边光伏,景东漫湾镇江边光伏发电站,100.5,云南省,普洱市,景东县,漫湾镇,景东漫湾镇江边光伏发电站,https://www.163.com/dy/article/IB8T4R15055634Q8.html,100.5MWp,https://www.163.com/dy/article/IB8T4R15055634Q8.html,高,地理编码成功,云南省普洱市景东县漫湾镇,100.48557,24.6408,success: province_city_district_detail
320,南华独田箐光伏,南华独田箐90MW光伏发电站,90,云南省,楚雄州,南华县,云南省楚雄州南华县,南华独田箐90MW光伏发电站,https://finance.sina.com.cn/jjxw/2024-07-05/doc-inccccrx7086614.shtml,90MW,https://finance.sina.com.cn/jjxw/2024-07-05/doc-inccccrx7086614.shtml,高,地理编码成功,云南省楚雄州南华县,101.286123,25.20878,success: detail_address
321,南华罗武庄光伏,南华罗武庄光伏发电站,240,云南省,楚雄州,南华县,罗武庄乡,南华罗武庄光伏发电站,https://www.sohu.com/a/791639539_752796,240MW,https://www.sohu.com/a/791639539_752796,高,地理编码成功,罗武庄乡,100.76668,25.11612,success: detail_address
