交易名称,企业名称,所属集团,电源类型,装机容量MW
380V云南省大理州祥云县屋顶分布式光伏发电项目（刘厂镇刘厂村委会白塔邑36号）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南省大理州祥云县屋顶分布式光伏发电项目（祥城镇程官村委会袁章厂41号）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南省大理州祥云县党政机关屋顶分布式光伏（一期）试点示范项目（祥城镇城南社区居委会八里路能源局屋顶）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南省大理州祥云县屋顶分布式光伏发电项目（祥城镇七百村委会一组&#40;张利甲&#41;）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南省大理州祥云县屋顶分布式光伏发电项目（米甸镇三家村村委会三家小学）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南省大理州祥云县屋顶分布式光伏发电项目（米甸镇米甸村委会卫生院）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南省大理州祥云县屋顶分布式光伏发电项目（米甸镇米甸村委会米甸镇镇政府）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南省大理州祥云县屋顶分布式光伏发电项目（云南驿镇棕棚村委会棕棚小学）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南省大理州祥云县屋顶分布式光伏发电项目（云南驿镇水口村委会水口村委会水）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南省大理州祥云县屋顶分布式光伏发电项目（米甸镇克昌村委会克昌小学）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南省大理州祥云县屋顶分布式光伏发电项目（祥城镇七百村委会二组&#40;张体义&#41;）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南省大理州祥云县屋顶分布式光伏发电项目（刘厂镇松梅村委会松梅村7号）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南省大理州祥云县屋顶分布式光伏发电项目（云南驿镇棚改指挥部&#40;光伏&#41;）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南省大理州祥云县屋顶分布式光伏发电项目（祥城镇程官村委会袁章厂43号）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南省大理州祥云县屋顶分布式光伏发电项目（云南驿镇百长村委会阮营小学屋顶）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南省大理州祥云县屋顶分布式光伏发电项目（米甸镇米甸村委会中心小学屋顶）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南省大理州祥云县屋顶分布式光伏发电项目（禾甸镇检村村委会禾甸镇卫生院）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南省大理州祥云县屋顶分布式光伏发电项目（祥城镇程官村委会程官小学）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南省大理州祥云县屋顶分布式光伏发电项目（祥城镇中右所村委会中和小学）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南省大理州祥云县屋顶分布式光伏发电项目（祥城镇周家村委会红周小学）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南省大理州祥云县屋顶分布式光伏发电项目（祥城镇黄家村委会黄家小学）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南省大理州祥云县屋顶分布式光伏发电项目（祥城镇下村村委会下村小学）,华能澜沧江（祥云）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道东发居委会寻甸县民族中学宿舍楼）,京能（寻甸）新能源有限公司,,无,0
380V姚子俊分布式光伏用户380（220）伏项目（元江县红河街道桥头社区高桥居住小区B95幢2号）,姚子俊,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道（唯甘食品有限公司））,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道道院村委会道院完小）,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道北观村委会档案馆西）,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道胜利村委会窑上村（李春文））,京能（寻甸）新能源有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-006）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-008）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡12）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-019）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-018）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-023）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-022）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-021）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-026）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-025）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-024）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-001）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-005）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-044）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-133）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-097）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-160）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-166）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-167）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-045）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-046）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-066）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-020）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-140）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-098）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-099）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-040）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-049）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-061）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-056）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-165）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-164）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-139）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-162）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-081）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-105）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-161）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-078）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-128）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-116）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-124）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-168）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-156）,耿马华电新能源开发有限公司,,无,0
220V通海县杨广镇姚振东户用屋顶分布式光伏发电项目（通海县杨广镇古城六组）,姚振东,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-107）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-117）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-038）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-041）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-085）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-108）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-048）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-106）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-104）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-163）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-074）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-073）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-057）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-150）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-101）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-102）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-103）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-100）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-087）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-091）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-114）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-013）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-012）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-010）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-007）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-015）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-017）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-004）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-016）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-050）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-053）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-144）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-115）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-151）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-148）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-138）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-155）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-009）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-011）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-014）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-096）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-126）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-127）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-158）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-071）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-070）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-072）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-123）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-125）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-059）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-141）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-095）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-055）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-088）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-093）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-094）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-092）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-054）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-052）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-051）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-130）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-159）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-142）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-120）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-135）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-134）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-146）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-069）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-147）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-143）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-157）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-030）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-029）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-153）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-145）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-136）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-137）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-131）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-047）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-132）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-090）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-089）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-119）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-121）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-122）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-152）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-129）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-118）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-149）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-154）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-067）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-033）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-058）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-113）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-086）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-003）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-002）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-083）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-084）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-063）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-064）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-109）,耿马华电新能源开发有限公司,,无,0
